Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Total_Income_log,EMI,EMI_Ratio,Loan_Income_Ratio,Income_Category,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log
Male,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,N,4693.0,8.454040376410969,316.6666666666667,0.8097165991902835,24.291497975708502,Medium,7.5251007461258,7.951911381854188,4.74493212836325
Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,Y,2385.0,7.777373602657861,141.66666666666666,0.7127882599580713,7.127882599580713,Low,7.170119543449628,6.99117688712121,2.8903717578961645
Male,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,Y,4950.0,8.507344855361422,347.22222222222223,0.8417508417508418,25.252525252525253,Medium,8.507344855361422,0.0,4.836281906951478
Male,No,1,Not Graduate,No,3596,0.0,100.0,240.0,1.0,Urban,Y,3596.0,8.187855443695623,416.6666666666667,1.3904338153503892,27.808676307007786,Low,8.187855443695623,0.0,4.61512051684126
Female,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,N,3510.0,8.163656176168432,211.11111111111111,0.7217473884140551,21.65242165242165,Low,8.163656176168432,0.0,4.343805421853684
Male,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,N,4887.0,8.494538500851432,369.44444444444446,0.9071686788077212,27.215060364231636,Medium,8.494538500851432,0.0,4.897839799950911
Male,Yes,0,Graduate,No,2600,3500.0,115.0,360.0,1.0,Urban,Y,6100.0,8.716207971151853,319.44444444444446,0.6284153005464481,18.852459016393443,Medium,7.8636512654486515,8.160803920954665,4.7535901911063645
Male,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,N,7660.0,8.94389780251682,288.8888888888889,0.4525674499564839,13.577023498694517,Medium,8.94389780251682,0.0,4.653960350157523
Male,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,Y,11580.0,9.357121103184378,875.0,0.9067357512953368,27.202072538860104,High,8.6921543938039,8.635153989049803,5.755742213586912
Male,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,N,4511.0,8.414495793177895,322.22222222222223,0.8571639695559004,25.71491908667701,Medium,7.8636512654486515,7.555905093611346,4.762173934797756
Male,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,N,5282.0,8.572249397164315,311.1111111111111,0.7068029786696958,21.204089360090876,Medium,8.121480374750751,7.559038255443384,4.727387818712341
Male,Yes,1,Graduate,No,3717,2925.0,151.0,360.0,1.0,Semiurban,N,6642.0,8.80131894766524,419.44444444444446,0.7578038743350397,22.73411623005119,Medium,8.220941168281389,7.98139158158007,5.0238805208462765
Male,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,Y,9560.0,9.165447603085447,530.5555555555555,0.6659693165969317,19.97907949790795,High,9.165447603085447,0.0,5.2574953720277815
Male,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,Y,5052.0,8.527737405291909,338.8888888888889,0.8049617313275271,24.14885193982581,Medium,7.937374696163295,7.720461694599722,4.812184355372417
Male,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,Y,5266.0,8.569216219483389,305.55555555555554,0.696290669705026,20.888720091150777,Medium,8.34924780056679,6.947937068614969,4.709530201312334
Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,N,1442.0,7.274479558773871,97.22222222222223,0.8090614886731392,24.271844660194176,Low,7.274479558773871,0.0,3.58351893845611
Female,No,2,Graduate,No,3750,2083.0,120.0,360.0,1.0,Semiurban,Y,5833.0,8.671458150427666,333.3333333333333,0.6857534716269501,20.5726041488085,Medium,8.229777750081887,7.642044402873258,4.795790545596741
Male,Yes,1,Graduate,No,4166,3369.0,201.0,360.0,1.0,Urban,N,7535.0,8.927446816256198,558.3333333333334,0.8891838088918382,26.675514266755144,Medium,8.334951631422454,8.122668023346407,5.308267697401205
Male,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,N,3167.0,8.060855752934316,205.55555555555554,0.7788653825913061,23.365961477739184,Low,8.060855752934316,0.0,4.31748811353631
Male,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,N,4692.0,8.453827315794417,294.44444444444446,0.7530548451264564,22.59164535379369,Medium,8.453827315794417,0.0,4.672828834461906
Male,Yes,0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,Y,5167.0,8.550241045462437,316.6666666666667,0.7354364234565512,22.063092703696537,Medium,8.160803920954665,7.419380582918692,4.74493212836325
Male,No,3,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,N,15500.0,9.648659816955295,888.8888888888889,0.6881720430107526,20.64516129032258,High,9.433563920090563,8.006700845440367,5.771441123130016
Male,Yes,0,Graduate,No,2275,2067.0,128.0,360.0,1.0,Urban,Y,4342.0,8.376320632534823,355.55555555555554,0.9826500844464916,29.47950253339475,Medium,7.730174795246222,7.63433723562832,4.859812404361672
Male,Yes,0,Graduate,No,1828,1330.0,100.0,360.0,0.0,Urban,N,3158.0,8.058010800802085,277.77777777777777,1.0555203715431707,31.665611146295124,Low,7.511524648390866,7.193685818395112,4.61512051684126
Female,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,Y,5126.0,8.5422759717837,400.0,0.9364026531408505,28.092079594225517,Medium,8.207401833376355,7.286191714702382,4.976733742420574
Male,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,Y,11376.0,9.339349052539717,511.1111111111111,0.5391467416783873,16.17440225035162,High,8.334951631422454,8.88336291691676,5.220355825078324
Male,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,Y,5416.0,8.597297435657898,305.55555555555554,0.6770064007877893,20.31019202363368,Medium,8.229244416735913,7.419979923661835,4.709530201312334
Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,N,3600.0,8.188966863648876,222.22222222222223,0.7407407407407408,22.22222222222222,Low,8.188966863648876,0.0,4.394449154672439
Male,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,Y,3013.0,8.01102337918644,130.55555555555554,0.5199690231220268,15.599070693660803,Low,7.496097345175956,7.101675971619444,3.871201010907891
Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,1.0,Urban,Y,2400.0,7.783640596221253,208.33333333333334,1.0416666666666667,31.25,Low,7.783640596221253,0.0,4.330733340286331
Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,Y,6277.0,8.744806737401898,372.22222222222223,0.7115925866921565,21.347777600764697,Medium,8.279443487712665,7.756623334538858,4.90527477843843
Male,Yes,0,Not Graduate,Yes,4695,0.0,96.0,360.0,1.0,Urban,Y,4695.0,8.454466361507933,266.6666666666667,0.6815761448349308,20.447284345047922,Medium,8.454466361507933,0.0,4.574710978503383
Female,No,0,Graduate,No,3410,0.0,88.0,360.0,1.0,Urban,Y,3410.0,8.134760782418645,244.44444444444446,0.8602150537634409,25.806451612903224,Low,8.134760782418645,0.0,4.48863636973214
Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,Y,5649.0,8.639410824140487,122.22222222222223,0.25963297338762026,7.788989201628607,Medium,8.639410824140487,0.0,3.8066624897703196
Male,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,Y,5821.0,8.669399124305569,400.0,0.8246005840920805,24.738017522762412,Medium,8.669399124305569,0.0,4.976733742420574
Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N,6085.0,8.713746330456916,333.3333333333333,0.657354149548069,19.72062448644207,Medium,7.880804344674901,8.14351740579748,4.795790545596741
Female,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,Y,6275.0,8.744488113852924,400.0,0.7649402390438248,22.948207171314742,Medium,8.294299608857235,7.730174795246222,4.976733742420574
Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y,3572.0,8.181160858023409,277.77777777777777,0.9331840238895109,27.99552071668533,Low,7.564757012905729,7.405495663199472,4.61512051684126
Female,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,Y,3086.0,8.034955024502159,333.3333333333333,1.2961762799740764,38.8852883992223,Low,8.034955024502159,0.0,4.795790545596741
Female,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,N,4230.0,8.350193650720067,311.1111111111111,0.8825847123719464,26.47754137115839,Medium,8.350193650720067,0.0,4.727387818712341
Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,N,4616.0,8.43750042250699,372.22222222222223,0.9676487579433853,29.02946273830156,Medium,8.43750042250699,0.0,4.90527477843843
Female,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,N,11500.0,9.350189267092581,794.4444444444445,0.8289855072463768,24.869565217391305,High,9.350189267092581,0.0,5.659482215759621
Male,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,Y,3875.0,8.262558973010657,269.44444444444446,0.8344086021505376,25.032258064516128,Low,7.904334842085095,7.0630481633881725,4.584967478670572
Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,Y,3723.0,8.222553638396958,266.6666666666667,0.8595218909481601,25.785656728444803,Low,7.665284718471351,7.3727463664043285,4.574710978503383
Male,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,N,5566.0,8.624611588183507,375.0,0.8084800574919152,24.254401724757457,Medium,8.121777419161074,7.696667081526462,4.912654885736052
Male,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,Y,10330.0,9.242904362849446,500.0,0.5808325266214908,17.424975798644724,High,8.997270906233448,7.719129840906732,5.198497031265826
Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,Y,6216.0,8.735042754269337,400.0,0.7722007722007722,23.166023166023166,Medium,8.119100837637486,7.958576903813898,4.976733742420574
Male,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,Y,6296.0,8.747828608488742,333.3333333333333,0.6353240152477764,19.05972045743329,Medium,7.824445930877619,8.241966560231802,4.795790545596741
Male,Yes,3,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,Y,3029.0,8.016317898503415,275.0,1.0894684714427205,32.684054143281614,Low,8.016317898503415,0.0,4.605170185988092
Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,N,6058.0,8.70930004894499,916.6666666666666,1.8157807857378674,27.23671178606801,Medium,7.867105500316739,8.146129510025405,5.111987788356544
Male,Yes,1,Graduate,No,4945,0.0,128.0,360.0,0.0,Rural,N,4945.0,8.506334448081361,355.55555555555554,0.8628244017526121,25.88473205257836,Medium,8.506334448081361,0.0,4.859812404361672
Female,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,N,4166.0,8.334951631422454,322.22222222222223,0.9281485037606017,27.84445511281805,Medium,8.334951631422454,0.0,4.762173934797756
Male,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,N,10321.0,9.242032818708672,716.6666666666666,0.8332525918031197,24.997577754093594,High,8.652947112393857,8.432941638968646,5.556828061699537
Male,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,N,5454.0,8.604287898267172,700.0,1.54015401540154,23.102310231023104,Medium,8.071218539969863,7.720905251936779,4.844187086458591
Male,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,Y,10750.0,9.282754052485227,866.6666666666666,0.9674418604651162,29.023255813953487,High,9.282754052485227,0.0,5.746203190540153
Male,Yes,3,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y,7100.0,8.867990898182093,2083.3333333333335,3.521126760563381,17.6056338028169,Medium,8.867990898182093,0.0,4.836281906951478
Female,No,0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,N,4300.0,8.366602832783736,377.77777777777777,1.054263565891473,31.627906976744185,Medium,8.366602832783736,0.0,4.919980925828125
Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y,6274.0,8.744328763999984,477.77777777777777,0.9138242482201678,27.41472744660504,Medium,8.073714641109857,8.028455164114252,5.153291594497779
Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y,3750.0,8.229777750081887,269.44444444444446,0.8622222222222222,25.866666666666667,Low,7.53689712956617,7.53689712956617,4.584967478670572
Male,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,Y,3500.0,8.160803920954665,270.0,0.9257142857142856,23.142857142857142,Low,8.160803920954665,0.0,4.406719247264253
Male,Yes,3,Not Graduate,No,4755,0.0,95.0,360.0,0.0,Semiurban,N,4755.0,8.467162257810672,263.8888888888889,0.6659656501927796,19.978969505783386,Medium,8.467162257810672,0.0,4.564348191467836
Male,Yes,3,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,Y,7040.0,8.859505484519133,519.4444444444445,0.8854166666666667,26.5625,Medium,8.569216219483389,7.4815557019095165,5.236441962829949
Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N,3750.0,8.229777750081887,235.41666666666666,0.7533333333333333,30.133333333333333,Low,8.229777750081887,0.0,4.736198448394496
Male,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,N,8500.0,9.04793908261736,488.8888888888889,0.6901960784313725,20.705882352941178,High,8.229777750081887,8.46611040118692,5.176149732573829
Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,N,4022.0,8.299783171949787,305.55555555555554,0.911652577490469,27.349577324714073,Medium,6.90875477931522,8.014004994779459,4.709530201312334
Male,Yes,3,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,N,7167.0,8.877381954654766,600.0,1.0046044370029301,25.115110925073253,Medium,8.060855752934316,8.294299608857235,5.198497031265826
Male,Yes,3,Not Graduate,Yes,3333,2166.0,130.0,360.0,1.0,Semiurban,Y,5499.0,8.612503371220562,361.1111111111111,0.7880220646178092,23.64066193853428,Medium,8.111928063310739,7.681099001536359,4.875197323201151
Female,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y,3846.0,8.255048902752295,308.3333333333333,0.9620384815392615,28.861154446177846,Low,8.255048902752295,0.0,4.718498871295094
Male,Yes,1,Graduate,Yes,2395,0.0,128.0,360.0,1.0,Semiurban,Y,2395.0,7.78155595923534,355.55555555555554,1.7814892136395266,53.4446764091858,Low,7.78155595923534,0.0,4.859812404361672
Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,N,3259.0,8.089482474360754,463.8888888888889,1.7080904162831136,51.2427124884934,Low,7.229113877793302,7.540090320145325,5.123963979403259
Male,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,1.0,Semiurban,N,8250.0,9.018089684104343,736.1111111111111,1.0707070707070707,32.121212121212125,High,8.699681400989514,7.719129840906732,5.583496308781699
Male,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,Y,3988.0,8.291295851905407,208.33333333333334,0.6268806419257774,12.537612838515546,Low,8.291295851905407,0.0,3.9318256327243257
Male,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,Y,4897.0,8.496582237512113,377.77777777777777,0.9257368456878361,27.77210537063508,Medium,7.769378609513984,7.836764783264067,4.919980925828125
Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,1.0,Semiurban,Y,5333.0,8.58185670474196,275.0,0.6187886742921432,18.5636602287643,Medium,8.111928063310739,7.601402334583733,4.605170185988092
Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y,4618.0,8.437933510430605,288.8888888888889,0.7506857225350081,22.52057167605024,Medium,7.824445930877619,7.6586995582682995,4.653960350157523
Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,Y,8566.0,9.055672891964043,583.3333333333334,0.8171842166705581,24.515526500116742,High,9.055672891964043,0.0,5.351858133476067
Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y,9862.0,9.196545660953994,486.1111111111111,0.5914959778273507,17.744879334820524,High,8.647519453091812,8.335191583433202,5.170483995038151
Male,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,Y,5858.0,8.675734219544788,363.8888888888889,0.7454193695231592,22.362581085694778,Medium,7.99260665240021,7.972810784121404,4.882801922586371
Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y,11904.0,9.384713758920963,1044.4444444444443,1.0528673835125446,15.793010752688172,High,8.740496729931813,8.640295388550221,5.241747015059643
Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y,5093.0,8.535818655539403,225.0,0.5301394070292558,15.904182210877675,Medium,8.09376775793108,7.507141079727608,4.406719247264253
Male,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,Y,4133.0,8.327000740241713,338.8888888888889,0.9839503185740786,29.518509557222355,Medium,8.327000740241713,0.0,4.812184355372417
Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y,3620.0,8.19450550976564,208.33333333333334,0.6906077348066298,6.906077348066298,Low,8.19450550976564,0.0,3.258096538021482
Male,No,0,Graduate,No,6782,0.0,128.0,360.0,1.0,Urban,N,6782.0,8.82217476094608,355.55555555555554,0.6291162882138995,18.873488646416988,Medium,8.82217476094608,0.0,4.859812404361672
Female,Yes,0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,Y,4786.0,8.473659189392508,380.55555555555554,0.9541718902354088,28.625156707062263,Medium,7.818027938530729,7.741967899820685,4.927253685157205
Male,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,Y,2974.0,7.99799931797973,138.88888888888889,0.5604124635731899,16.812373907195695,Low,7.589841512182657,6.905753276311464,3.9318256327243257
Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y,4188.0,8.340217320947035,638.8888888888889,1.830627188793378,27.45940783190067,Medium,8.340217320947035,0.0,4.7535901911063645
Male,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,Y,5300.0,8.575650760987806,363.8888888888889,0.8238993710691824,24.71698113207547,Medium,7.473069088032197,8.17244681834278,4.882801922586371
Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y,7551.0,8.929567707825337,738.8888888888889,1.17423740784885,17.61356111773275,Medium,8.36380888451688,8.090708716083997,4.897839799950911
Male,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,Y,8649.0,9.065314599925925,419.44444444444446,0.5819555247234748,17.458665741704245,High,8.485496104672983,8.244596756382498,5.0238805208462765
Male,Yes,0,Graduate,No,13650,0.0,128.0,360.0,1.0,Urban,Y,13650.0,9.521568058002977,355.55555555555554,0.3125763125763126,9.377289377289378,High,9.521568058002977,0.0,4.859812404361672
Male,Yes,0,Graduate,No,4652,3583.0,128.0,360.0,1.0,Semiurban,Y,8235.0,9.01627006814768,355.55555555555554,0.518113742157458,15.54341226472374,High,8.445267451844648,8.18423477409482,4.859812404361672
Male,Yes,0,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y,4570.0,8.427487278331744,444.44444444444446,1.1670313639679066,35.010940919037196,Medium,8.247220052745229,6.626717749249025,5.081404364984463
Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y,4082.0,8.314587291319576,277.77777777777777,0.8165931732810713,24.49779519843214,Medium,8.023879992734878,6.93828448401696,4.61512051684126
Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,Y,12543.0,9.436997742590188,625.0,0.597943075819182,17.93829227457546,High,9.342946336524205,7.027314514039777,5.420534999272286
Male,No,0,Not Graduate,No,7333,0.0,120.0,360.0,1.0,Rural,N,7333.0,8.900276348631271,333.3333333333333,0.5454793399699985,16.36438019909996,Medium,8.900276348631271,0.0,4.795790545596741
Male,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,N,7400.0,8.909370405197466,600.0,0.972972972972973,29.18918918918919,Medium,8.24301946898925,8.188966863648876,5.37989735354046
Male,Yes,3,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,Y,2825.0,7.946617563244473,195.83333333333334,0.8318584070796461,33.27433628318584,Low,7.6362696033793735,6.626717749249025,4.553876891600541
Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y,5316.0,8.57866451350434,377.77777777777777,0.8527715073990468,25.583145221971407,Medium,8.57866451350434,0.0,4.919980925828125
Female,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,Y,5262.0,8.56845648535378,386.1111111111111,0.8805270492841758,26.415811478525274,Medium,7.982757702011113,7.755338812846501,4.941642422609304
Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,360.0,0.0,Rural,N,7686.0,8.947285869349132,422.22222222222223,0.6592072165842657,19.776216497527972,Medium,8.181160858023409,8.32239411311117,5.030437921392435
Female,No,1,Graduate,Yes,7451,0.0,128.0,360.0,1.0,Semiurban,Y,7451.0,8.916237731721479,355.55555555555554,0.5726300720261263,17.17890216078379,Medium,8.916237731721479,0.0,4.859812404361672
Male,No,0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,Y,5050.0,8.527341522468053,327.77777777777777,0.7788778877887789,23.366336633663366,Medium,8.527341522468053,0.0,4.77912349311153
Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,Y,14583.0,9.5876803163585,1027.7777777777778,0.8457336167683833,12.686004251525748,High,9.5876803163585,0.0,5.225746673713202
Female,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,Y,5450.0,8.603554357064281,427.77777777777777,0.9418960244648318,28.256880733944953,Medium,8.060855752934316,7.7336835707759,5.043425116919247
Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,1.0,Urban,Y,3612.0,8.19229373114764,236.11111111111111,0.7844222960502031,23.53266888150609,Low,7.703007682479236,7.243512974665482,4.454347296253507
Male,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,N,7710.0,8.95040315983296,486.1111111111111,0.7565931690445309,22.69779507133593,Medium,8.624970783589669,7.669961995473577,5.170483995038151
Female,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y,10408.0,9.250426095515468,719.4444444444445,0.8294901357929797,24.884704073789393,High,9.250426095515468,0.0,5.560681631015528
Male,Yes,0,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,Y,8334.0,9.028218795184895,500.0,0.7199424046076314,21.598272138228943,High,8.64259160081057,7.889084407035514,5.198497031265826
Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y,4166.0,8.334951631422454,122.22222222222223,0.352056329012642,10.561689870379261,Medium,8.334951631422454,0.0,3.8066624897703196
Female,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,Y,11117.0,9.316320695513415,380.55555555555554,0.41078228538874395,12.323468561662319,High,7.6676260915849905,9.10286651367095,4.927253685157205
Male,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,Y,2957.0,7.992268643270745,225.0,0.9130875887724045,27.392627663172135,Low,7.992268643270745,0.0,4.406719247264253
Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y,6314.0,8.750683034784592,538.8888888888889,1.0241790729595608,30.725372188786825,Medium,8.366602832783736,7.608374474380783,5.272999558563747
Female,No,0,Graduate,No,3692,0.0,93.0,360.0,1.0,Rural,Y,3692.0,8.214194414852564,258.3333333333333,0.8396533044420367,25.189599133261105,Low,8.214194414852564,0.0,4.543294782270004
Male,Yes,3,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y,23803.0,10.077608912764743,1027.7777777777778,0.5181419709000267,15.544259127000798,High,10.077608912764743,0.0,5.916202062607435
Male,No,0,Graduate,No,3865,1640.0,128.0,360.0,1.0,Rural,Y,5505.0,8.613593685702552,355.55555555555554,0.7750529821374508,23.251589464123523,Medium,8.259975659768276,7.403061091090091,4.859812404361672
